date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,147,0,0,0,147,0,0,0,147,147,0,,0,0,0,0,2035770,
2020-12-15,Région,RSS06,06 - Montréal,375,0,0,0,522,0,0,0,375,522,0,,0,0,0,0,2035770,
2020-12-16,Région,RSS06,06 - Montréal,320,0,0,0,842,0,0,0,320,842,0,,0,0,0,0,2035770,
2020-12-17,Région,RSS06,06 - Montréal,289,0,0,0,1131,0,0,0,289,1131,0,,0,0,0,0,2035770,
2020-12-18,Région,RSS06,06 - Montréal,144,0,0,0,1275,0,0,0,144,1275,0,,0,0,0,0,2035770,
2020-12-19,Région,RSS06,06 - Montréal,82,0,0,0,1357,0,0,0,82,1357,0,,0,0,0,0,2035770,
2020-12-20,Région,RSS06,06 - Montréal,79,0,0,0,1436,0,0,0,79,1436,0,,0,0,0,0,2035770,
2020-12-21,Région,RSS06,06 - Montréal,320,0,0,0,1756,0,0,0,320,1756,0,,0,0,0,0,2035770,
2020-12-22,Région,RSS06,06 - Montréal,582,0,0,0,2338,0,0,0,582,2338,0,,0,0,0,0,2035770,
2020-12-23,Région,RSS06,06 - Montréal,490,0,0,0,2828,0,0,0,490,2828,0,,0,0,0,0,2035770,
2020-12-24,Région,RSS06,06 - Montréal,184,0,0,0,3012,0,0,0,184,3012,0,,0,0,0,0,2035770,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,0,3012,0,0,0,0,3012,0,,0,0,0,0,2035770,
2020-12-26,Région,RSS06,06 - Montréal,221,0,0,0,3233,0,0,0,221,3233,0,,0,0,0,0,2035770,
2020-12-27,Région,RSS06,06 - Montréal,203,0,0,0,3436,0,0,0,203,3436,0,,0,0,0,0,2035770,
2020-12-28,Région,RSS06,06 - Montréal,598,0,0,0,4034,0,0,0,598,4034,0,,0,0,0,0,2035770,
2020-12-29,Région,RSS06,06 - Montréal,566,0,0,0,4600,0,0,0,566,4600,0,,0,0,0,0,2035770,
2020-12-30,Région,RSS06,06 - Montréal,585,0,0,0,5185,0,0,0,585,5185,0,,0,0,0,0,2035770,
