date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,147,0,0,0,147,0,0,0,147,147,0,,0,0,0,0,2019424,
2020-12-15,Région,RSS06,06 - Montréal,375,0,0,0,522,0,0,0,375,522,0,,0,0,0,0,2019424,
2020-12-16,Région,RSS06,06 - Montréal,322,0,0,0,844,0,0,0,322,844,0,,0,0,0,0,2019424,
2020-12-17,Région,RSS06,06 - Montréal,290,0,0,0,1134,0,0,0,290,1134,0,,0,0,0,0,2019424,
2020-12-18,Région,RSS06,06 - Montréal,144,0,0,0,1278,0,0,0,144,1278,0,,0,0,0,0,2019424,
2020-12-19,Région,RSS06,06 - Montréal,82,0,0,0,1360,0,0,0,82,1360,0,,0,0,0,0,2019424,
2020-12-20,Région,RSS06,06 - Montréal,79,0,0,0,1439,0,0,0,79,1439,0,,0,0,0,0,2019424,
2020-12-21,Région,RSS06,06 - Montréal,322,0,0,0,1761,0,0,0,322,1761,0,,0,0,0,0,2019424,
2020-12-22,Région,RSS06,06 - Montréal,585,0,0,0,2346,0,0,0,585,2346,0,,0,0,0,0,2019424,
2020-12-23,Région,RSS06,06 - Montréal,487,0,0,0,2833,0,0,0,487,2833,0,,0,0,0,0,2019424,
2020-12-24,Région,RSS06,06 - Montréal,181,0,0,0,3014,0,0,0,181,3014,0,,0,0,0,0,2019424,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,0,3014,0,0,0,0,3014,0,,0,0,0,0,2019424,
2020-12-26,Région,RSS06,06 - Montréal,221,0,0,0,3235,0,0,0,221,3235,0,,0,0,0,0,2019424,
2020-12-27,Région,RSS06,06 - Montréal,206,0,0,0,3441,0,0,0,206,3441,0,,0,0,0,0,2019424,
2020-12-28,Région,RSS06,06 - Montréal,590,0,0,0,4031,0,0,0,590,4031,0,,0,0,0,0,2019424,
2020-12-29,Région,RSS06,06 - Montréal,553,0,0,0,4584,0,0,0,553,4584,0,,0,0,0,0,2019424,
2020-12-30,Région,RSS06,06 - Montréal,563,0,0,0,5147,0,0,0,563,5147,0,,0,0,0,0,2019424,
2020-12-31,Région,RSS06,06 - Montréal,33,0,0,0,5180,0,0,0,33,5180,0,,0,0,0,0,2019424,
2021-01-01,Région,RSS06,06 - Montréal,5,0,0,0,5185,0,0,0,5,5185,0,,0,0,0,0,2019424,
2021-01-02,Région,RSS06,06 - Montréal,15,0,0,0,5200,0,0,0,15,5200,0.0000495191,,0,1,0,0,2019424,
2021-01-03,Région,RSS06,06 - Montréal,16,0,0,0,5216,0,0,0,16,5216,0.0000495191,,0,1,0,0,2019424,
2021-01-04,Région,RSS06,06 - Montréal,570,4,0,0,5786,4,0,0,574,5790,0.0000495191,,0,1,0,0,2019424,
2021-01-05,Région,RSS06,06 - Montréal,1888,6,0,0,7674,10,0,0,1894,7684,0.0000495191,,0,1,0,0,2019424,
